physicality_bias,emotional_bias,diminishing_bias,success_bias,class_bias,racial_bias,skill_bias,appearance_bias,gender/sexuality_bias,age_bias,disability_bias,sexuality_bias,nationality_bias,team_affiliation_bias,total_bias_count,neg,neu,pos,compound
95,14,2,62,684,419,311,181,282,102,44,30,1,1,2228,0.0,1.0,0.0,0.0
