physicality_bias,emotional_bias,diminishing_bias,success_bias,class_bias,racial_bias,skill_bias,appearance_bias,gender/sexuality_bias,age_bias,disability_bias,team_affiliation_bias,total_bias_count
37,0,1,1,2,1,2,0,13,13,6,1,77
